,nombre,marca,precio,color,talla,categoria
326,strapless wide-leg jumpsuit,Forever21,54.99,negro,XL,
327,twist-front cutout mini dress,Forever21,34.99,negro,XS,mini
328,twist-front cutout mini dress,Forever21,34.99,negro,S,mini
329,twist-front cutout mini dress,Forever21,34.99,negro,M,mini
330,twist-front cutout mini dress,Forever21,34.99,negro,L,mini
331,twist-front cutout mini dress,Forever21,34.99,negro,XL,mini
332,contour sculpt rhinestone mini dress,Forever21,39.99,negro,XS,mini
333,contour sculpt rhinestone mini dress,Forever21,39.99,negro,S,mini
334,contour sculpt rhinestone mini dress,Forever21,39.99,negro,M,mini
335,contour sculpt rhinestone mini dress,Forever21,39.99,negro,L,mini
336,contour sculpt rhinestone mini dress,Forever21,39.99,negro,XL,mini
337,plus size sweetheart mini tube dress,Forever21,29.99,negro,XXL,mini
338,plus size sweetheart mini tube dress,Forever21,29.99,negro,3XL,mini
339,plus size sweetheart mini tube dress,Forever21,29.99,negro,4XL,mini
340,plus size sweetheart mini tube dress,Forever21,29.99,negro,5XL,mini
341,plus size sweetheart mini tube dress,Forever21,29.99,negro,6XL,mini
342,plus size faux gem midi sweater dress,Forever21,44.99,beige,XXL,midi
343,plus size faux gem midi sweater dress,Forever21,44.99,beige,3XL,midi
344,plus size faux gem midi sweater dress,Forever21,44.99,beige,4XL,midi
345,plus size faux gem midi sweater dress,Forever21,44.99,beige,5XL,midi
346,plus size faux gem midi sweater dress,Forever21,44.99,beige,6XL,midi
347,plus size faux gem midi sweater dress,Forever21,44.99,negro,XXL,midi
348,plus size faux gem midi sweater dress,Forever21,44.99,negro,3XL,midi
349,plus size faux gem midi sweater dress,Forever21,44.99,negro,4XL,midi
350,plus size faux gem midi sweater dress,Forever21,44.99,negro,5XL,midi
351,plus size faux gem midi sweater dress,Forever21,44.99,negro,6XL,midi
352,one-shoulder bow mini tube dress,Forever21,34.99,blanco,S,mini
353,one-shoulder bow mini tube dress,Forever21,34.99,blanco,M,mini
354,one-shoulder bow mini tube dress,Forever21,34.99,blanco,L,mini
355,one-shoulder bow mini tube dress,Forever21,34.99,blanco,XL,mini
356,one-shoulder bow mini tube dress,Forever21,34.99,negro,S,mini
357,one-shoulder bow mini tube dress,Forever21,34.99,negro,M,mini
358,one-shoulder bow mini tube dress,Forever21,34.99,negro,L,mini
359,one-shoulder bow mini tube dress,Forever21,34.99,negro,XL,mini
360,sheer flocked paisley maxi dress,Forever21,44.99,negro,XS,maxi
361,sheer flocked paisley maxi dress,Forever21,44.99,negro,S,maxi
362,sheer flocked paisley maxi dress,Forever21,44.99,negro,M,maxi
363,sheer flocked paisley maxi dress,Forever21,44.99,negro,L,maxi
364,sheer flocked paisley maxi dress,Forever21,44.99,negro,XL,maxi
365,sheer flocked paisley maxi dress,Forever21,44.99,rojo,XS,maxi
366,sheer flocked paisley maxi dress,Forever21,44.99,rojo,S,maxi
367,sheer flocked paisley maxi dress,Forever21,44.99,rojo,M,maxi
368,sheer flocked paisley maxi dress,Forever21,44.99,rojo,L,maxi
369,sheer flocked paisley maxi dress,Forever21,44.99,rojo,XL,maxi
370,rhinestone buckled mini dress,Forever21,39.99,negro,XS,mini
371,rhinestone buckled mini dress,Forever21,39.99,negro,S,mini
372,rhinestone buckled mini dress,Forever21,39.99,negro,M,mini
373,rhinestone buckled mini dress,Forever21,39.99,negro,L,mini
374,rhinestone buckled mini dress,Forever21,39.99,negro,XL,mini
375,jacquard floral halter mini dress,Forever21,29.99,negro,XS,mini
376,jacquard floral halter mini dress,Forever21,29.99,negro,S,mini
377,jacquard floral halter mini dress,Forever21,29.99,negro,M,mini
378,jacquard floral halter mini dress,Forever21,29.99,negro,L,mini
379,jacquard floral halter mini dress,Forever21,29.99,negro,XL,mini
380,jacquard floral halter mini dress,Forever21,29.99,granate,XS,mini
381,jacquard floral halter mini dress,Forever21,29.99,granate,S,mini
382,jacquard floral halter mini dress,Forever21,29.99,granate,M,mini
383,jacquard floral halter mini dress,Forever21,29.99,granate,L,mini
384,jacquard floral halter mini dress,Forever21,29.99,granate,XL,mini
385,velour bodycon cami mini dress,Forever21,24.99,negro,XS,mini
386,velour bodycon cami mini dress,Forever21,24.99,negro,S,mini
387,velour bodycon cami mini dress,Forever21,24.99,negro,M,mini
388,velour bodycon cami mini dress,Forever21,24.99,negro,L,mini
389,velour bodycon cami mini dress,Forever21,24.99,negro,XL,mini
390,velour bodycon cami mini dress,Forever21,24.99,verde,XS,mini
391,velour bodycon cami mini dress,Forever21,24.99,verde,S,mini
392,velour bodycon cami mini dress,Forever21,24.99,verde,M,mini
393,velour bodycon cami mini dress,Forever21,24.99,verde,L,mini
394,velour bodycon cami mini dress,Forever21,24.99,verde,XL,mini
395,ruched rosette plunging maxi dress,Forever21,44.99,negro,XS,maxi
396,ruched rosette plunging maxi dress,Forever21,44.99,negro,S,maxi
397,ruched rosette plunging maxi dress,Forever21,44.99,negro,M,maxi
398,ruched rosette plunging maxi dress,Forever21,44.99,negro,L,maxi
399,ruched rosette plunging maxi dress,Forever21,44.99,negro,XL,maxi
400,organza bubble-hem mini dress,Forever21,34.99,negro,XS,mini
401,organza bubble-hem mini dress,Forever21,34.99,negro,S,mini
402,organza bubble-hem mini dress,Forever21,34.99,negro,M,mini
403,organza bubble-hem mini dress,Forever21,34.99,negro,L,mini
404,organza bubble-hem mini dress,Forever21,34.99,negro,XL,mini
405,lace & mesh combo mini dress,Forever21,29.99,verde,XS,mini
406,lace & mesh combo mini dress,Forever21,29.99,verde,S,mini
407,lace & mesh combo mini dress,Forever21,29.99,verde,M,mini
408,lace & mesh combo mini dress,Forever21,29.99,verde,L,mini
409,lace & mesh combo mini dress,Forever21,29.99,verde,XL,mini
410,tiered floral tie-back mini dress,Forever21,39.99,negro,XS,mini
411,tiered floral tie-back mini dress,Forever21,39.99,negro,S,mini
412,tiered floral tie-back mini dress,Forever21,39.99,negro,M,mini
413,tiered floral tie-back mini dress,Forever21,39.99,negro,L,mini
414,tiered floral tie-back mini dress,Forever21,39.99,negro,XL,mini
415,sequin holly jolly t-shirt dress,Forever21,39.99,rojo/blanco,S,
416,sequin holly jolly t-shirt dress,Forever21,39.99,rojo/blanco,M,
417,sequin holly jolly t-shirt dress,Forever21,39.99,rojo/blanco,L,
418,sequin holly jolly t-shirt dress,Forever21,39.99,rojo/blanco,XL,
419,asymmetrical rhinestone mini dress,Forever21,39.99,beige,S,mini
420,asymmetrical rhinestone mini dress,Forever21,39.99,beige,M,mini
